frame,seq,t_mono,x,y,contrast,moat,crowd
8480,8480,655.194379,1194,408,216,79,9
8481,8481,655.234497,1198,406,178,52,8
8481,8481,655.234497,1206,415,58,7,8
8482,8482,655.274491,1203,408,224,71,10
8482,8482,655.274491,1210,403,95,17,10
8483,8483,655.314519,1203,413,150,11,7
8483,8483,655.314519,1209,423,69,14,7
8484,8484,655.354561,1203,424,125,14,8
8485,8485,655.394515,1207,427,158,48,5
8485,8485,655.394515,1216,421,53,26,5
8486,8486,655.434436,1210,426,255,129,8
8487,8487,655.474682,1210,427,181,51,5
8488,8488,655.514419,1205,433,151,35,5
8489,8489,655.554435,1203,435,186,56,8
8489,8489,655.554435,1211,443,79,20,8
8490,8490,655.594435,1203,437,169,46,8
8491,8491,655.634307,1203,438,188,46,9
8492,8492,655.674463,1200,440,185,51,11
8493,8493,655.714325,1197,444,181,55,11
8493,8493,655.714325,1204,452,75,25,11
8494,8494,655.754583,1197,447,168,20,9
8494,8494,655.754583,1205,455,72,3,9
8495,8495,655.794448,1198,446,248,120,8
8495,8495,655.794448,1205,442,103,5,8
8495,8495,655.794448,1205,455,72,5,8
8496,8496,655.834513,1196,450,215,91,5
8497,8497,655.874399,1194,456,170,36,9
8498,8498,655.914206,1192,449,145,10,10
8498,8498,655.914206,1200,445,70,10,10
8499,8499,655.954258,1192,435,131,12,8
8500,8500,655.994407,1189,419,104,2,6
8501,8501,656.034409,1187,411,149,16,8
8502,8502,656.074168,1188,398,156,8,7
8504,8504,656.154246,1192,386,175,16,7
8505,8505,656.194279,1191,382,171,62,8
8505,8505,656.194279,1198,389,109,11,8
8506,8506,656.234274,1188,377,169,32,6
8507,8507,656.274179,1188,376,222,68,7
8507,8507,656.274179,1195,371,96,11,7
8508,8508,656.314343,1192,378,219,97,11
8509,8509,656.354408,1194,382,172,30,9
8510,8510,656.394089,1195,384,218,60,11
8511,8511,656.434038,1195,388,172,14,12
8511,8511,656.434038,1202,395,59,12,12
8512,8512,656.474103,1194,394,180,43,8
8513,8513,656.514135,1194,402,188,45,8
8513,8513,656.514135,1202,410,72,33,8
8514,8514,656.554050,1195,408,184,58,9
8514,8514,656.554050,1202,415,96,18,9
8515,8515,656.594066,1194,414,205,77,11
8516,8516,656.634154,1193,419,132,11,11
8517,8517,656.674069,1197,430,132,34,9
8517,8517,656.674069,1196,421,107,9,9
8518,8518,656.714182,1198,440,208,51,8
8518,8518,656.714182,1205,448,64,38,8
8519,8519,656.754084,1195,451,113,16,7
8520,8520,656.794093,1194,464,149,5,6
8521,8521,656.834095,1195,482,119,5,8
8522,8522,656.874151,1197,496,116,4,9
8522,8522,656.874151,1197,488,114,3,9
8523,8523,656.914082,1196,510,187,40,6
8524,8524,656.954134,1194,522,175,49,10
8525,8525,656.994229,1194,528,177,52,7
8526,8526,657.033993,1196,534,231,94,10
8526,8526,657.033993,1202,541,103,25,10
8527,8527,657.073887,1196,534,231,75,11
8527,8527,657.073887,1202,544,78,35,11
8528,8528,657.113863,1195,536,189,45,7
8529,8529,657.153898,1196,534,208,85,10
8530,8530,657.193759,1202,532,163,48,6
8531,8531,657.233913,1208,528,188,58,6
8531,8531,657.233913,1216,535,56,35,6
8532,8532,657.274033,1209,520,120,13,9
8533,8533,657.314057,1208,508,190,78,7
8534,8534,657.353914,1207,502,203,63,10
8535,8535,657.393961,1207,496,167,51,9
8535,8535,657.393961,1214,505,67,2,9
8536,8536,657.433853,1212,488,176,53,7
8537,8537,657.473839,1216,478,135,21,6
8537,8537,657.473839,1224,473,90,16,6
8538,8538,657.513809,1215,470,135,29,7
8539,8539,657.553949,1210,460,135,37,6
8540,8540,657.593813,1208,448,145,30,5
8541,8541,657.633825,1209,431,135,10,8
8542,8542,657.673909,1208,422,144,18,7
8543,8543,657.713604,1206,412,195,88,9
8543,8543,657.713604,1214,407,90,2,9
8544,8544,657.753827,1206,405,205,66,8
8544,8544,657.753827,1213,415,55,2,8
8545,8545,657.793873,1206,400,196,51,5
8545,8545,657.793873,1214,395,90,8,5
8546,8546,657.833853,1205,394,169,32,8
8547,8547,657.873880,1205,390,220,96,7
8547,8547,657.873880,1212,398,87,48,7
8548,8548,657.913656,1208,388,251,141,9
8548,8548,657.913656,1216,395,63,3,9
8549,8549,657.953800,1216,386,182,88,8
8550,8550,657.993728,1222,384,148,36,8
8550,8550,657.993728,1230,379,91,17,8
8551,8551,658.033736,1227,381,137,13,6
8552,8552,658.073632,1232,378,254,130,10
8553,8553,658.113758,1236,375,159,35,8
8553,8553,658.113758,1244,384,57,25,8
8554,8554,658.153875,1242,370,115,3,12
8554,8554,658.153875,1250,378,58,22,12
8555,8555,658.193759,1249,366,125,24,6
8556,8556,658.233636,1252,364,238,114,14
8557,8557,658.273814,1248,362,195,56,9
8557,8557,658.273814,1247,354,90,5,9
8558,8558,658.313579,1241,358,145,23,7
8559,8559,658.353530,1238,355,219,94,12
8560,8560,658.393667,1239,355,182,23,10
8561,8561,658.433693,1240,358,170,31,8
8561,8561,658.433693,1248,367,91,33,8
8562,8562,658.473576,1238,360,238,77,10
8563,8563,658.513440,1236,360,234,118,9
8564,8564,658.553436,1233,362,196,63,7
8565,8565,658.593592,1227,366,157,25,9
8565,8565,658.593592,1234,373,62,11,9
8566,8566,658.633598,1220,367,166,34,7
8567,8567,658.673338,1217,370,158,27,8
8567,8567,658.673338,1223,379,79,24,8
8568,8568,658.713359,1217,376,150,38,9
8569,8569,658.753329,1217,381,160,44,11
8570,8570,658.793332,1217,382,210,61,9
8571,8571,658.833442,1217,382,188,38,13
8571,8571,658.833442,1225,375,67,4,13
8572,8572,658.873366,1220,384,147,34,5
8573,8573,658.913460,1223,387,157,36,10
8574,8574,658.953218,1224,389,220,90,8
8574,8574,658.953218,1232,383,79,31,8
8575,8575,658.993345,1223,389,185,52,10
8575,8575,658.993345,1230,397,91,16,10
8576,8576,659.033262,1223,388,241,102,8
8576,8576,659.033262,1231,382,73,36,8
8577,8577,659.073386,1224,385,173,33,11
8577,8577,659.073386,1232,380,74,14,11
8578,8578,659.113273,1223,383,169,11,6
8579,8579,659.153237,1217,385,138,32,8
8580,8580,659.193214,1214,386,201,81,9
8580,8580,659.193214,1222,381,91,34,9
8581,8581,659.233398,1213,386,235,103,9
8582,8582,659.273133,1213,386,182,30,12
8583,8583,659.313292,1212,388,215,71,10
8583,8583,659.313292,1219,396,83,6,10
8584,8584,659.353395,1211,394,152,21,9
8585,8585,659.393453,1212,398,206,63,6
8586,8586,659.433282,1215,401,140,25,11
8587,8587,659.473059,1216,400,245,110,9
8588,8588,659.513177,1217,401,176,35,11
8588,8588,659.513177,1226,395,82,48,11
8589,8589,659.553299,1221,403,195,51,9
8590,8590,659.593077,1222,406,255,123,8
8591,8591,659.633084,1220,406,169,13,10
8592,8592,659.673013,1217,404,173,40,8
8593,8593,659.713071,1217,402,220,78,10
8594,8594,659.753119,1219,404,171,45,9
8595,8595,659.793212,1219,406,197,62,12
8596,8596,659.833208,1219,406,184,49,8
8597,8597,659.873113,1221,406,195,67,7
8598,8598,659.912996,1224,405,255,118,9
8599,8599,659.953129,1225,406,250,125,11
8600,8600,659.992872,1226,406,191,42,7
8601,8601,660.032874,1230,409,186,57,8
8602,8602,660.073001,1234,409,247,114,7
8602,8602,660.073001,1241,416,122,16,7
8603,8603,660.112915,1235,411,129,12,9
8604,8604,660.152893,1237,417,150,40,9
8605,8605,660.192918,1241,420,154,9,10
8606,8606,660.232982,1242,418,255,123,13
8606,8606,660.232982,1249,426,110,17,13
8606,8606,660.232982,1249,412,93,8,13
8607,8607,660.272921,1240,416,224,83,9
8608,8608,660.312932,1241,416,252,124,8
8609,8609,660.352803,1242,422,141,28,9
8610,8610,660.392805,1242,434,133,11,9
8610,8610,660.392805,1242,423,124,3,9
8611,8611,660.432794,1239,436,189,68,8
8611,8611,660.432794,1245,444,72,26,8
8612,8612,660.472842,1234,440,141,30,10
8612,8612,660.472842,1242,435,96,2,10
8613,8613,660.512939,1234,442,170,45,10
8613,8613,660.512939,1241,436,82,4,10
8614,8614,660.552742,1233,444,171,26,6
8615,8615,660.592809,1233,446,199,61,13
8616,8616,660.632864,1233,446,204,61,9
8616,8616,660.632864,1240,453,76,11,9
8617,8617,660.672807,1236,444,158,41,10
8617,8617,660.672807,1244,451,76,38,10
8618,8618,660.712870,1245,439,95,5,5
8619,8619,660.752748,1252,434,156,53,8
8619,8619,660.752748,1260,429,83,14,12
8620,8620,660.792627,1255,434,126,3,18
8621,8621,660.832850,1257,425,147,8,14
8621,8621,660.832850,1266,417,83,35,14
8622,8622,660.872603,1259,418,148,26,20
8623,8623,660.912600,1260,408,153,28,10
8624,8624,660.952487,1259,401,157,38,8
8624,8624,660.952487,1266,393,58,19,8
8625,8625,660.992771,1256,394,154,42,12
8626,8626,661.032772,1253,390,190,39,12
8627,8627,661.072686,1249,386,130,14,6
8628,8628,661.112650,1246,381,173,57,11
8629,8629,661.152651,1241,373,105,10,9
8630,8630,661.192772,1236,367,137,21,7
8631,8631,661.232637,1232,363,135,26,9
8631,8631,661.232637,1240,359,102,14,9
8632,8632,661.273433,1228,359,149,19,8
8633,8633,661.312570,1222,353,126,17,7
8634,8634,661.352481,1217,349,144,33,6
8635,8635,661.392655,1215,348,157,20,10
8636,8636,661.432548,1215,348,170,53,8
8636,8636,661.432548,1222,343,115,14,8
8637,8637,661.472569,1216,350,243,122,10
8637,8637,661.472569,1223,343,81,3,10
8638,8638,661.512505,1217,350,215,64,13
8639,8639,661.552594,1219,354,160,23,9
8640,8640,661.592589,1226,359,119,17,6
8641,8641,661.632602,1231,366,150,28,13
8642,8642,661.672609,1235,370,141,11,11
8642,8642,661.672609,1242,365,90,7,11
8643,8643,661.712395,1239,378,120,7,8
8643,8643,661.712395,1238,371,115,5,8
8644,8644,661.752391,1243,389,125,13,7
8645,8645,661.792382,1246,396,125,6,9
8645,8645,661.792382,1254,389,83,20,11
8645,8645,661.792382,1254,403,73,8,11
8646,8646,661.832378,1248,400,203,77,9
8647,8647,661.872257,1250,401,112,12,8
8648,8648,661.912266,1253,412,121,6,16
8649,8649,661.952375,1252,422,161,19,9
8650,8650,661.992480,1251,427,188,65,16
8651,8651,662.032258,1252,430,135,12,11
8652,8652,662.072231,1253,436,171,45,15
8653,8653,662.112310,1253,436,235,112,14
8654,8654,662.152286,1254,436,255,105,10
8655,8655,662.192193,1256,434,226,94,20
8656,8656,662.232280,1258,434,255,102,12
8657,8657,662.272309,1260,433,236,127,12
8658,8658,662.312183,1262,432,218,57,12
8659,8659,662.352244,1266,430,138,19,12
8660,8660,662.392213,1272,424,188,74,11
8661,8661,662.432320,1276,422,144,38,6
8662,8662,662.472326,1279,421,53,10,3
8677,8677,663.072184,1277,401,160,68,10
8678,8678,663.112077,1274,406,145,35,10
8679,8679,663.151926,1270,408,151,23,16
8680,8680,663.192060,1267,412,150,44,16
8681,8681,663.231949,1263,416,137,22,10
8682,8682,663.272019,1260,418,197,59,12
8683,8683,663.311840,1256,418,150,29,12
8684,8684,663.351768,1254,417,122,2,16
8685,8685,663.391908,1249,418,179,41,8
8686,8686,663.431776,1248,421,190,65,5
8687,8687,663.471671,1244,424,148,35,6
8687,8687,663.471671,1252,419,102,5,6
8688,8688,663.511699,1238,426,126,21,6
8689,8689,663.551823,1232,426,162,45,6
8690,8690,663.591928,1228,424,192,67,7
8691,8691,663.631835,1224,423,151,37,5
8692,8692,663.671818,1222,425,115,6,11
8693,8693,663.711963,1213,425,128,17,10
8694,8694,663.751842,1212,425,224,86,7
8695,8695,663.791704,1216,426,213,104,5
8696,8696,663.831791,1221,426,191,63,8
8697,8697,663.871778,1226,426,190,74,8
8698,8698,663.911577,1232,426,167,57,9
8699,8699,663.951600,1241,425,119,21,6
8700,8700,663.991602,1252,422,133,49,9
8701,8701,664.031623,1263,420,106,18,10
8702,8702,664.071696,1274,417,137,70,13
8703,8703,664.111804,1279,417,86,42,4
8720,8720,664.791391,1279,402,69,7,7
8722,8722,664.871566,1271,408,158,36,12
8723,8723,664.911503,1269,408,222,115,17
8724,8724,664.951550,1267,408,147,22,14
8725,8725,664.991595,1265,411,128,6,14
8726,8726,665.031503,1264,414,207,97,14
8727,8727,665.071381,1263,416,167,37,20
8728,8728,665.111509,1262,418,222,91,12
8729,8729,665.151372,1262,418,239,129,20
8730,8730,665.191395,1263,417,133,19,12
8731,8731,665.231528,1264,416,199,57,10
8732,8732,665.271631,1266,416,237,109,16
8733,8733,665.311546,1267,416,157,20,20
8734,8734,665.351454,1266,410,186,83,10
8735,8735,665.391421,885,1023,209,45,5
8735,8735,665.391421,1266,405,197,75,8
8736,8736,665.431314,878,1023,125,2,8
8737,8737,665.471187,858,1023,208,41,12
8737,8737,665.471187,1271,404,171,49,12
8737,8737,665.471187,886,1018,168,13,12
8738,8738,665.511306,1269,401,143,35,20
8739,8739,665.551178,1267,392,138,18,10
8740,8740,665.591292,1267,392,122,5,18
8741,8741,665.631420,1268,380,204,83,10
8742,8742,665.671185,1267,374,123,19,10
8743,8743,665.711186,1265,367,121,12,14
8744,8744,665.751091,1264,358,181,64,10
8745,8745,665.791337,1264,350,179,25,14
8746,8746,665.831294,1264,342,150,44,10
8746,8746,665.831294,793,1023,112,10,17
8747,8747,665.871139,1264,338,176,62,20
8748,8748,665.911106,1264,334,188,58,12
8749,8749,665.951103,1264,332,177,49,10
8749,8749,665.951103,1272,325,69,5,10
8750,8750,665.991120,1266,326,179,47,18
8751,8751,666.031002,1268,322,198,70,18
8752,8752,666.070992,1273,324,149,16,18
8753,8753,666.111148,1276,324,161,80,8
8754,8754,666.151153,1277,322,187,105,14
8755,8755,666.191042,1276,322,198,87,8
8756,8756,666.231137,1277,324,163,78,10
8757,8757,666.271169,1279,326,108,25,7
8776,8776,667.030909,725,1023,69,22,19
8814,8814,668.550471,1136,891,90,10,20
8823,8823,668.910415,1185,865,115,12,19
8844,8844,669.749942,865,1023,120,26,20
8859,8859,670.349767,1273,993,76,26,17
8861,8861,670.429931,213,16,50,18,18
8918,8918,672.709074,349,46,58,23,20
9045,9045,677.787225,165,227,86,8,2
9046,9046,677.827128,166,230,116,19,7
9046,9046,677.827128,166,220,107,13,7
9047,9047,677.866996,166,230,101,10,4
9048,9048,677.906919,175,228,111,15,14
9049,9049,677.947014,178,228,100,11,9
9049,9049,677.947014,170,230,67,9,7
9050,9050,677.987022,182,226,104,6,11
9050,9050,677.987022,182,218,98,2,11
9051,9051,678.027087,181,226,108,29,10
9051,9051,678.027087,183,217,95,12,10
9051,9051,678.027087,172,226,60,8,10
9052,9052,678.067084,181,226,112,30,14
9052,9052,678.067084,183,217,94,8,13
9052,9052,678.067084,172,226,60,6,13
9058,9058,678.306852,175,236,51,2,7
9060,9060,678.386813,189,232,51,9,19
9062,9062,678.466799,206,260,97,9,9
9062,9062,678.466799,205,247,82,3,14
9062,9062,678.466799,197,260,53,7,9
9063,9063,678.506744,212,254,103,15,16
9064,9064,678.546744,217,269,89,9,12
9064,9064,678.546744,217,258,79,2,15
9065,9065,678.586874,225,276,107,15,13
9065,9065,678.586874,224,268,85,3,12
9066,9066,678.627002,227,284,120,24,15
9066,9066,678.627002,227,273,91,2,19
9067,9067,678.666725,229,280,93,8,14
9071,9071,678.826660,238,305,117,18,11
9071,9071,678.826660,238,316,115,10,11
9075,9075,678.985885,241,328,99,10,20
9075,9075,678.985885,242,316,94,3,19
9076,9076,679.026495,240,328,108,17,15
9076,9076,679.026495,242,319,98,6,19
9096,9096,679.826399,240,259,94,4,3
9098,9098,679.906388,254,264,109,15,15
9101,9101,680.026381,251,256,68,6,11
9306,9306,688.663552,1001,377,84,24,5
